Loan_ID,Disbursement_Date,Fiscal_Year,State,State_Tier,Sector,ITC_HS_Chapter,Enterprise_Size,Lending_Bank,Loan_Type,Loan_Amount_INR,Export_Turnover_INR,Turnover_Volatility_Pct,Destination_Country,Destination_Risk,NPA_History,IES_Eligible,Risk_Score,Risk_Tier,IES_Claimed
IES007352,2023-07-03,FY2023-24,Tamil Nadu,1,Gems & Jewellery,71,Medium,Bank of Baroda,Pre-Shipment Credit,13472317,35485648,24.6,South Africa,Medium,No,No,30,Medium,No
IES007353,2018-08-17,FY2018-19,Karnataka,1,Engineering Goods,84-85,Small,SIDBI,Pre-Shipment Credit,5359415,14566270,31.7,Brazil,Medium,No,Yes,35,Medium,Yes
IES007354,2019-12-08,FY2019-20,Gujarat,1,Textiles & Apparel,50-63,Micro,Bank of India,Packing Credit,1375006,5997632,10.7,USA,Low,No,Yes,18,Low,No
IES007355,2022-06-26,FY2022-23,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Canara Bank,Post-Shipment Credit,446052,735608,37.7,USA,Low,No,Yes,45,Medium,Yes
IES007356,2020-08-23,FY2020-21,Karnataka,1,Electronic Components,85-90,Micro,EXIM Bank of India,Export Factoring,1308228,2266489,7.9,Singapore,Low,No,Yes,10,Low,Yes
IES007357,2017-09-06,FY2017-18,Maharashtra,1,Engineering Goods,84-85,Micro,EXIM Bank of India,Export Bill Discounting,2815906,7829310,22.8,USA,Low,No,Yes,20,Low,Yes
IES007358,2023-01-06,FY2022-23,Maharashtra,1,Textiles & Apparel,50-63,Micro,HDFC Bank,Packing Credit,965505,4338854,31.6,USA,Low,No,Yes,38,Medium,No
IES007359,2018-07-09,FY2018-19,Chhattisgarh,3,Handicrafts,97,Small,Canara Bank,ECGC-backed Term Loan,316404,659663,30.6,Singapore,Low,No,No,40,Medium,No
IES007360,2018-01-30,FY2017-18,Maharashtra,1,Chemicals & Pharma,28-30,Micro,ICICI Bank,ECGC-backed Term Loan,1114084,3137890,18.5,Vietnam,Low,No,No,20,Low,No
IES007361,2023-12-08,FY2023-24,Tamil Nadu,1,Engineering Goods,84-85,Micro,HDFC Bank,Export Bill Discounting,2088603,6320217,7.9,USA,Low,No,Yes,10,Low,Yes
IES007362,2019-07-18,FY2019-20,Gujarat,1,Leather & Footwear,41-64,Medium,SIDBI,Pre-Shipment Credit,2135389,4187993,52.4,South Africa,Medium,No,Yes,38,Medium,Yes
IES007363,2021-11-29,FY2021-22,Bihar,3,Electronic Components,85-90,Medium,Canara Bank,Export Bill Discounting,8090967,28959701,8.1,UAE,Low,No,Yes,0,Low,Yes
IES007364,2021-08-25,FY2021-22,Jharkhand,3,Chemicals & Pharma,28-30,Micro,Union Bank of India,ECGC-backed Term Loan,1632396,6066999,42.5,Singapore,Low,No,No,30,Medium,No
IES007365,2018-06-21,FY2018-19,Punjab,2,Engineering Goods,84-85,Micro,Indian Bank,ECGC-backed Term Loan,3790784,6686553,41.3,Sri Lanka,Medium,No,No,40,Medium,No
IES007366,2022-09-17,FY2022-23,Karnataka,1,Marine Products,03,Micro,EXIM Bank of India,Export Factoring,543070,1037298,22.0,South Africa,Medium,No,Yes,45,Medium,No
IES007367,2016-11-20,FY2016-17,Gujarat,1,Electronic Components,85-90,Micro,ICICI Bank,ECGC-backed Term Loan,2708289,11922644,9.4,Vietnam,Low,No,No,10,Low,No
IES007368,2017-01-20,FY2016-17,Andhra Pradesh,2,Chemicals & Pharma,28-30,Micro,Indian Bank,Post-Shipment Credit,2323145,6813017,8.1,UAE,Low,No,Yes,10,Low,Yes
IES007369,2021-07-25,FY2021-22,Tamil Nadu,1,Electronic Components,85-90,Small,Canara Bank,Post-Shipment Credit,3733220,7563889,17.9,Singapore,Low,No,Yes,15,Low,Yes
IES007370,2019-01-27,FY2018-19,Uttar Pradesh,2,Gems & Jewellery,71,Medium,State Bank of India,Pre-Shipment Credit,17695236,66290451,13.2,China,Medium,No,No,20,Low,No
IES007371,2018-10-26,FY2018-19,Karnataka,1,Handicrafts,97,Medium,Bank of Baroda,Export Bill Discounting,1100593,4884789,10.5,UK,Low,No,Yes,25,Low,Yes
IES007372,2019-08-24,FY2019-20,Tamil Nadu,1,Gems & Jewellery,71,Small,Axis Bank,ECGC-backed Term Loan,6154384,11109619,42.6,USA,Low,No,No,25,Low,No
IES007373,2017-11-06,FY2017-18,Rajasthan,2,Chemicals & Pharma,28-30,Small,Union Bank of India,Export Bill Discounting,5658856,11883777,28.0,Sri Lanka,Medium,No,Yes,25,Low,Yes
IES007374,2021-03-20,FY2020-21,Karnataka,1,Leather & Footwear,41-64,Micro,EXIM Bank of India,Pre-Shipment Credit,315756,724934,27.6,Singapore,Low,No,Yes,28,Low,No
IES007375,2016-05-25,FY2016-17,Haryana,2,Plastics & Rubber,39-40,Medium,Bank of Baroda,Post-Shipment Credit,4456456,13580233,51.4,UK,Low,No,Yes,38,Medium,Yes
IES007376,2022-03-22,FY2021-22,Andhra Pradesh,2,Plastics & Rubber,39-40,Micro,EXIM Bank of India,Packing Credit,892511,2045057,17.0,Germany,Low,No,Yes,28,Low,Yes
IES007377,2022-05-18,FY2022-23,Tamil Nadu,1,Textiles & Apparel,50-63,Small,Union Bank of India,Post-Shipment Credit,3321139,5445406,35.4,South Africa,Medium,No,Yes,43,Medium,Yes
IES007378,2018-02-18,FY2017-18,West Bengal,2,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Post-Shipment Credit,810711,2126745,42.4,UK,Low,No,Yes,45,Medium,Yes
IES007379,2016-03-27,FY2015-16,Andhra Pradesh,2,Gems & Jewellery,71,Micro,Union Bank of India,Packing Credit,3521025,5299547,36.8,USA,Low,No,No,30,Medium,No
IES007380,2016-03-04,FY2015-16,Punjab,2,Chemicals & Pharma,28-30,Micro,Bank of Baroda,Packing Credit,2808922,10524030,17.4,USA,Low,No,Yes,20,Low,No
IES007381,2018-02-17,FY2017-18,Karnataka,1,Engineering Goods,84-85,Micro,SIDBI,Export Factoring,2746455,6575965,16.2,Others,Medium,No,Yes,30,Medium,No
IES007382,2021-11-02,FY2021-22,Gujarat,1,Marine Products,03,Medium,Axis Bank,Packing Credit,1480876,3158063,32.9,USA,Low,No,Yes,35,Medium,Yes
IES007383,2019-01-30,FY2018-19,Andhra Pradesh,2,Handicrafts,97,Small,EXIM Bank of India,Packing Credit,541731,1305555,36.9,Egypt,High,Yes,Yes,100,High,No
IES007384,2018-02-14,FY2017-18,Rajasthan,2,Agriculture & Food Products,01-24,Medium,Bank of Baroda,Pre-Shipment Credit,2608153,8801282,34.8,Bangladesh,Medium,No,Yes,55,Medium,No
IES007385,2020-01-23,FY2019-20,Punjab,2,Handicrafts,97,Medium,EXIM Bank of India,Pre-Shipment Credit,1257106,3507945,5.9,Egypt,High,No,Yes,50,Medium,No
IES007386,2020-07-07,FY2020-21,Maharashtra,1,Plastics & Rubber,39-40,Micro,ICICI Bank,ECGC-backed Term Loan,385928,1203822,54.5,China,Medium,No,No,48,Medium,No
IES007387,2017-04-29,FY2017-18,West Bengal,2,Textiles & Apparel,50-63,Medium,Bank of India,Pre-Shipment Credit,4762770,8518772,41.6,Vietnam,Low,No,Yes,38,Medium,No
IES007388,2018-06-27,FY2018-19,Gujarat,1,Plastics & Rubber,39-40,Medium,Axis Bank,Pre-Shipment Credit,3676359,6775492,18.7,Iran,High,No,Yes,53,Medium,Yes
IES007389,2020-03-15,FY2019-20,Telangana,2,Textiles & Apparel,50-63,Micro,Bank of India,Packing Credit,1936709,7409139,35.8,UK,Low,No,Yes,38,Medium,No
IES007390,2019-10-29,FY2019-20,Telangana,2,Electronic Components,85-90,Micro,Union Bank of India,Export Factoring,4774011,15662785,50.6,Egypt,High,No,Yes,55,Medium,No
IES007391,2023-01-13,FY2022-23,Gujarat,1,Electronic Components,85-90,Micro,ICICI Bank,Pre-Shipment Credit,1657851,3291440,25.0,USA,Low,No,Yes,20,Low,Yes
IES007392,2017-10-31,FY2017-18,Maharashtra,1,Engineering Goods,84-85,Micro,ICICI Bank,Export Factoring,2088315,7597829,7.1,Vietnam,Low,No,Yes,10,Low,Yes
IES007393,2016-07-13,FY2016-17,West Bengal,2,Gems & Jewellery,71,Medium,Union Bank of India,Pre-Shipment Credit,8840323,17669845,34.6,China,Medium,No,No,30,Medium,No
IES007394,2020-07-18,FY2020-21,Rajasthan,2,Handicrafts,97,Micro,Axis Bank,Post-Shipment Credit,197837,748601,21.6,South Africa,Medium,No,Yes,45,Medium,No
IES007395,2019-08-18,FY2019-20,Gujarat,1,Chemicals & Pharma,28-30,Micro,SIDBI,Pre-Shipment Credit,1415853,6096058,21.8,UAE,Low,No,Yes,20,Low,Yes
IES007396,2022-06-15,FY2022-23,Andhra Pradesh,2,Handicrafts,97,Small,Union Bank of India,ECGC-backed Term Loan,515938,2317860,53.9,China,Medium,Yes,No,85,High,No
IES007397,2016-04-21,FY2016-17,Maharashtra,1,Agriculture & Food Products,01-24,Medium,State Bank of India,Packing Credit,1526045,6387130,44.5,Nigeria,High,No,Yes,60,High,No
IES007398,2023-09-02,FY2023-24,Rajasthan,2,Engineering Goods,84-85,Micro,Indian Bank,ECGC-backed Term Loan,2557374,11295974,35.4,UAE,Low,Yes,No,65,High,No
IES007399,2023-03-11,FY2022-23,Haryana,2,Marine Products,03,Small,SIDBI,Packing Credit,1744378,4638903,28.4,Vietnam,Low,No,Yes,40,Medium,No
IES007400,2016-02-03,FY2015-16,Chhattisgarh,3,Agriculture & Food Products,01-24,Medium,Axis Bank,ECGC-backed Term Loan,4852776,16529708,51.6,UAE,Low,No,No,45,Medium,No
IES007401,2019-06-11,FY2019-20,Maharashtra,1,Leather & Footwear,41-64,Micro,Bank of India,Post-Shipment Credit,956809,3911760,30.9,UK,Low,Yes,Yes,73,High,No
IES007402,2023-03-22,FY2022-23,Gujarat,1,Agriculture & Food Products,01-24,Micro,SIDBI,Post-Shipment Credit,536957,1365164,37.0,USA,Low,No,Yes,45,Medium,No
IES007403,2022-10-08,FY2022-23,Maharashtra,1,Gems & Jewellery,71,Micro,Punjab National Bank,Export Factoring,2637427,6945472,54.7,Turkey,Medium,No,No,40,Medium,No
IES007404,2020-01-23,FY2019-20,Haryana,2,Leather & Footwear,41-64,Micro,State Bank of India,Pre-Shipment Credit,636053,1046647,39.8,Others,Medium,No,Yes,48,Medium,Yes
IES007405,2021-07-24,FY2021-22,Andhra Pradesh,2,Marine Products,03,Medium,Canara Bank,Post-Shipment Credit,1747938,5609560,40.4,UAE,Low,No,Yes,45,Medium,Yes
IES007406,2023-08-12,FY2023-24,Rajasthan,2,Plastics & Rubber,39-40,Medium,Bank of Baroda,Packing Credit,5518320,15385231,9.6,UAE,Low,No,Yes,18,Low,Yes
IES007407,2024-02-09,FY2023-24,Rajasthan,2,Textiles & Apparel,50-63,Medium,Axis Bank,Export Bill Discounting,4551173,15911664,31.6,USA,Low,No,Yes,38,Medium,Yes
IES007408,2018-07-28,FY2018-19,West Bengal,2,Agriculture & Food Products,01-24,Micro,Canara Bank,Post-Shipment Credit,619636,1031086,52.6,Singapore,Low,No,Yes,45,Medium,No
IES007409,2018-08-28,FY2018-19,Odisha,3,Chemicals & Pharma,28-30,Micro,Punjab National Bank,Pre-Shipment Credit,1712318,7611162,41.8,USA,Low,No,Yes,30,Medium,Yes
IES007410,2017-07-08,FY2017-18,Odisha,3,Agriculture & Food Products,01-24,Small,SIDBI,Export Bill Discounting,1122411,3274033,35.6,UK,Low,No,Yes,40,Medium,Yes
IES007411,2021-05-26,FY2021-22,Punjab,2,Chemicals & Pharma,28-30,Micro,Bank of Baroda,Packing Credit,1675492,2883493,32.2,UK,Low,No,Yes,30,Medium,Yes
IES007412,2023-09-07,FY2023-24,Gujarat,1,Electronic Components,85-90,Medium,ICICI Bank,Export Factoring,9698024,30627204,48.7,Bangladesh,Medium,No,Yes,30,Medium,Yes
IES007413,2019-03-27,FY2018-19,Maharashtra,1,Electronic Components,85-90,Medium,SIDBI,Packing Credit,9482887,39498864,33.7,Germany,Low,Yes,Yes,55,Medium,No
IES007414,2017-10-18,FY2017-18,West Bengal,2,Handicrafts,97,Micro,Bank of India,Export Factoring,329137,1092451,13.4,Singapore,Low,No,Yes,25,Low,Yes
IES007415,2022-03-06,FY2021-22,Chhattisgarh,3,Plastics & Rubber,39-40,Medium,Punjab National Bank,Packing Credit,3936458,11678208,13.2,USA,Low,No,Yes,18,Low,Yes
IES007416,2023-09-14,FY2023-24,Telangana,2,Electronic Components,85-90,Small,SIDBI,Export Bill Discounting,5290913,18552066,39.2,Germany,Low,No,Yes,25,Low,No
IES007417,2021-02-01,FY2020-21,West Bengal,2,Engineering Goods,84-85,Medium,Canara Bank,Packing Credit,5885471,11786766,14.7,USA,Low,No,Yes,0,Low,Yes
IES007418,2020-01-04,FY2019-20,Gujarat,1,Gems & Jewellery,71,Micro,HDFC Bank,Packing Credit,2281618,6101438,53.1,Sri Lanka,Medium,No,No,40,Medium,No
IES007419,2023-03-09,FY2022-23,Rajasthan,2,Chemicals & Pharma,28-30,Small,Bank of Baroda,Post-Shipment Credit,2903978,12646278,37.3,USA,Low,No,Yes,25,Low,Yes
IES007420,2018-03-12,FY2017-18,Uttar Pradesh,2,Leather & Footwear,41-64,Micro,Indian Bank,Export Bill Discounting,962562,2759038,28.4,Singapore,Low,No,Yes,28,Low,No
IES007421,2021-10-05,FY2021-22,Gujarat,1,Agriculture & Food Products,01-24,Small,Indian Bank,Packing Credit,495190,1317154,31.4,USA,Low,No,Yes,40,Medium,No
IES007422,2022-06-08,FY2022-23,Karnataka,1,Marine Products,03,Medium,ICICI Bank,Post-Shipment Credit,1506134,4645040,43.1,Germany,Low,No,Yes,45,Medium,Yes
IES007423,2015-07-08,FY2015-16,Maharashtra,1,Leather & Footwear,41-64,Small,HDFC Bank,Packing Credit,1931747,6247802,53.1,UAE,Low,Yes,Yes,68,High,No
IES007424,2016-02-21,FY2015-16,Maharashtra,1,Textiles & Apparel,50-63,Micro,Union Bank of India,Post-Shipment Credit,660043,1752978,50.1,Vietnam,Low,No,Yes,38,Medium,Yes
IES007425,2020-10-07,FY2020-21,Tamil Nadu,1,Plastics & Rubber,39-40,Small,HDFC Bank,Pre-Shipment Credit,1309945,4537051,9.2,Vietnam,Low,Yes,Yes,48,Medium,No
IES007426,2018-05-07,FY2018-19,Punjab,2,Agriculture & Food Products,01-24,Micro,Bank of India,Export Factoring,761109,3311336,10.3,UAE,Low,No,Yes,25,Low,No
IES007427,2021-08-17,FY2021-22,Andhra Pradesh,2,Plastics & Rubber,39-40,Medium,Axis Bank,ECGC-backed Term Loan,1550938,4326428,35.5,USA,Low,No,No,28,Low,No
IES007428,2021-09-13,FY2021-22,Maharashtra,1,Agriculture & Food Products,01-24,Medium,SIDBI,Export Bill Discounting,2304035,9738128,27.9,USA,Low,No,Yes,35,Medium,Yes
IES007429,2018-12-04,FY2018-19,Maharashtra,1,Chemicals & Pharma,28-30,Micro,Bank of Baroda,Export Bill Discounting,2034751,4032188,14.5,Sri Lanka,Medium,No,Yes,20,Low,Yes
IES007430,2022-12-27,FY2022-23,Uttar Pradesh,2,Engineering Goods,84-85,Small,State Bank of India,Export Factoring,4805833,17533279,7.5,Nigeria,High,No,Yes,30,Medium,Yes
IES007431,2022-02-21,FY2021-22,Punjab,2,Agriculture & Food Products,01-24,Small,SIDBI,Post-Shipment Credit,541628,1516372,42.5,China,Medium,No,Yes,50,Medium,No
IES007432,2017-07-09,FY2017-18,Odisha,3,Gems & Jewellery,71,Micro,Union Bank of India,ECGC-backed Term Loan,3461579,9957020,13.2,Russia,High,Yes,No,70,High,No
IES007433,2021-06-19,FY2021-22,Maharashtra,1,Marine Products,03,Small,State Bank of India,Post-Shipment Credit,531470,908114,34.2,Others,Medium,Yes,Yes,85,High,No
IES007434,2022-04-17,FY2022-23,Karnataka,1,Marine Products,03,Medium,SIDBI,Packing Credit,1115515,3706411,8.1,UAE,Low,Yes,Yes,50,Medium,No
IES007435,2016-11-09,FY2016-17,Madhya Pradesh,2,Marine Products,03,Small,HDFC Bank,ECGC-backed Term Loan,456086,1140880,32.9,Germany,Low,No,No,40,Medium,No
IES007436,2022-02-24,FY2021-22,Karnataka,1,Engineering Goods,84-85,Small,Axis Bank,Post-Shipment Credit,2077623,5272742,25.8,UK,Low,No,Yes,15,Low,Yes
IES007437,2018-08-19,FY2018-19,Tamil Nadu,1,Electronic Components,85-90,Micro,Indian Bank,Packing Credit,2522185,8467842,30.3,USA,Low,No,Yes,30,Medium,Yes
IES007438,2023-11-11,FY2023-24,Punjab,2,Handicrafts,97,Micro,SIDBI,ECGC-backed Term Loan,308411,744878,41.4,Turkey,Medium,No,No,55,Medium,No
IES007439,2020-09-18,FY2020-21,Karnataka,1,Gems & Jewellery,71,Medium,Bank of Baroda,Export Factoring,6960039,24381071,45.1,Turkey,Medium,No,No,30,Medium,No
IES007440,2015-12-23,FY2015-16,Punjab,2,Electronic Components,85-90,Micro,SIDBI,Pre-Shipment Credit,6704991,29622692,36.5,USA,Low,No,Yes,30,Medium,Yes
IES007441,2017-03-30,FY2016-17,Telangana,2,Textiles & Apparel,50-63,Micro,Axis Bank,Post-Shipment Credit,557180,993216,31.6,Iran,High,No,Yes,63,High,No
IES007442,2018-10-11,FY2018-19,Gujarat,1,Agriculture & Food Products,01-24,Micro,Canara Bank,Export Factoring,546739,2045066,25.6,Sri Lanka,Medium,No,Yes,45,Medium,Yes
IES007443,2021-08-10,FY2021-22,Tamil Nadu,1,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Packing Credit,391946,1101861,19.5,Sri Lanka,Medium,No,Yes,45,Medium,Yes
IES007444,2016-09-16,FY2016-17,Haryana,2,Handicrafts,97,Medium,Bank of Baroda,Export Bill Discounting,2125655,5628267,22.5,Germany,Low,No,Yes,35,Medium,Yes
IES007445,2022-09-02,FY2022-23,West Bengal,2,Engineering Goods,84-85,Micro,Bank of India,Export Factoring,1697279,3017607,38.0,China,Medium,No,Yes,40,Medium,No
IES007446,2015-11-03,FY2015-16,Maharashtra,1,Handicrafts,97,Micro,Bank of Baroda,Post-Shipment Credit,251252,788653,26.5,Others,Medium,No,Yes,45,Medium,Yes
IES007447,2018-03-23,FY2017-18,Punjab,2,Chemicals & Pharma,28-30,Small,Punjab National Bank,Export Factoring,3451893,13356048,49.5,Others,Medium,No,Yes,35,Medium,Yes
IES007448,2022-04-27,FY2022-23,Uttarakhand,3,Marine Products,03,Micro,SIDBI,Export Bill Discounting,274015,988572,8.0,UK,Low,No,Yes,25,Low,Yes
IES007449,2015-07-03,FY2015-16,Haryana,2,Electronic Components,85-90,Medium,Axis Bank,Packing Credit,7635859,18675430,14.8,Nigeria,High,No,Yes,25,Low,Yes
IES007450,2022-04-04,FY2022-23,West Bengal,2,Handicrafts,97,Micro,State Bank of India,Pre-Shipment Credit,317040,1213396,37.4,Germany,Low,No,Yes,45,Medium,Yes
IES007451,2021-10-28,FY2021-22,Maharashtra,1,Plastics & Rubber,39-40,Micro,EXIM Bank of India,Pre-Shipment Credit,1188899,2627843,27.2,Others,Medium,No,Yes,38,Medium,Yes
IES007452,2017-12-13,FY2017-18,Andhra Pradesh,2,Engineering Goods,84-85,Micro,Bank of Baroda,Export Bill Discounting,3312305,11261045,36.8,USA,Low,No,Yes,30,Medium,Yes
IES007453,2019-12-12,FY2019-20,Tamil Nadu,1,Electronic Components,85-90,Micro,EXIM Bank of India,Pre-Shipment Credit,2260599,8615161,27.0,Singapore,Low,No,Yes,20,Low,Yes
IES007454,2020-01-02,FY2019-20,Maharashtra,1,Gems & Jewellery,71,Medium,SIDBI,Post-Shipment Credit,21714622,76229573,27.8,UAE,Low,No,No,20,Low,No
IES007455,2015-04-22,FY2015-16,Andhra Pradesh,2,Chemicals & Pharma,28-30,Small,HDFC Bank,Post-Shipment Credit,4608512,9300867,8.3,Russia,High,No,Yes,30,Medium,Yes
IES007456,2016-06-08,FY2016-17,Maharashtra,1,Chemicals & Pharma,28-30,Small,EXIM Bank of India,Export Factoring,6828632,26614136,12.9,China,Medium,No,Yes,15,Low,Yes
IES007457,2018-10-18,FY2018-19,Punjab,2,Chemicals & Pharma,28-30,Micro,Bank of India,Post-Shipment Credit,1433515,4691675,31.7,UK,Low,No,Yes,30,Medium,No
IES007458,2019-11-04,FY2019-20,Maharashtra,1,Handicrafts,97,Small,ICICI Bank,Post-Shipment Credit,665111,2682671,41.5,USA,Low,No,Yes,40,Medium,No
IES007459,2017-01-27,FY2016-17,West Bengal,2,Handicrafts,97,Micro,Canara Bank,Post-Shipment Credit,198448,678822,7.0,Others,Medium,No,Yes,35,Medium,Yes
IES007460,2016-09-07,FY2016-17,Jharkhand,3,Leather & Footwear,41-64,Small,EXIM Bank of India,Export Bill Discounting,1508363,2574506,40.7,USA,Low,No,Yes,33,Medium,No
IES007461,2015-08-10,FY2015-16,Haryana,2,Electronic Components,85-90,Medium,Indian Bank,Export Factoring,11694828,47027421,24.0,Nigeria,High,No,Yes,45,Medium,Yes
IES007462,2017-04-09,FY2017-18,Karnataka,1,Engineering Goods,84-85,Micro,Union Bank of India,Export Factoring,2007242,3280879,40.7,UAE,Low,No,Yes,30,Medium,Yes
IES007463,2017-12-20,FY2017-18,Tamil Nadu,1,Textiles & Apparel,50-63,Small,Axis Bank,ECGC-backed Term Loan,2086231,6749670,16.5,Iran,High,No,No,48,Medium,No
IES007464,2023-03-23,FY2022-23,Uttar Pradesh,2,Handicrafts,97,Micro,Bank of Baroda,Pre-Shipment Credit,274385,424234,39.7,UAE,Low,No,Yes,45,Medium,Yes
IES007465,2023-11-17,FY2023-24,Karnataka,1,Gems & Jewellery,71,Medium,Union Bank of India,Pre-Shipment Credit,20316272,58898748,31.5,USA,Low,No,No,30,Medium,No
IES007466,2015-05-22,FY2015-16,Rajasthan,2,Marine Products,03,Medium,SIDBI,ECGC-backed Term Loan,1435275,5399231,44.0,USA,Low,No,No,35,Medium,No
IES007467,2023-07-10,FY2023-24,Gujarat,1,Electronic Components,85-90,Micro,Punjab National Bank,Pre-Shipment Credit,3708323,16490524,52.3,USA,Low,No,Yes,30,Medium,No
IES007468,2015-05-15,FY2015-16,Telangana,2,Handicrafts,97,Medium,HDFC Bank,Post-Shipment Credit,1052979,4182998,40.3,Sri Lanka,Medium,No,Yes,55,Medium,Yes
IES007469,2022-10-05,FY2022-23,Punjab,2,Engineering Goods,84-85,Small,Canara Bank,Pre-Shipment Credit,3518324,8142995,5.3,Germany,Low,No,Yes,5,Low,Yes
IES007470,2015-11-07,FY2015-16,Karnataka,1,Agriculture & Food Products,01-24,Micro,Indian Bank,Export Bill Discounting,499679,955500,27.0,South Africa,Medium,No,Yes,45,Medium,Yes
IES007471,2015-04-26,FY2015-16,Telangana,2,Plastics & Rubber,39-40,Micro,HDFC Bank,Pre-Shipment Credit,963991,3768374,52.3,South Africa,Medium,No,Yes,48,Medium,No
IES007472,2022-09-10,FY2022-23,Gujarat,1,Electronic Components,85-90,Medium,EXIM Bank of India,Export Bill Discounting,10140637,45558264,53.8,Egypt,High,No,Yes,45,Medium,No
IES007473,2021-05-19,FY2021-22,Madhya Pradesh,2,Handicrafts,97,Medium,ICICI Bank,Pre-Shipment Credit,533331,2013447,20.0,Germany,Low,No,Yes,25,Low,No
IES007474,2016-12-16,FY2016-17,Karnataka,1,Chemicals & Pharma,28-30,Medium,Union Bank of India,Pre-Shipment Credit,6630978,25988136,31.7,Bangladesh,Medium,No,Yes,30,Medium,No
IES007475,2020-02-05,FY2019-20,Gujarat,1,Electronic Components,85-90,Small,ICICI Bank,Export Factoring,4529783,13698434,33.2,UAE,Low,No,Yes,25,Low,Yes
IES007476,2021-06-03,FY2021-22,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Bank of India,Pre-Shipment Credit,556071,2407411,18.3,Germany,Low,Yes,Yes,70,High,No
IES007477,2017-05-01,FY2017-18,Jharkhand,3,Marine Products,03,Micro,ICICI Bank,ECGC-backed Term Loan,552625,1832656,17.2,UAE,Low,No,No,35,Medium,No
IES007478,2022-05-30,FY2022-23,Punjab,2,Agriculture & Food Products,01-24,Micro,Axis Bank,Pre-Shipment Credit,619516,1281459,48.3,Singapore,Low,Yes,Yes,80,High,No
IES007479,2019-01-05,FY2018-19,Karnataka,1,Agriculture & Food Products,01-24,Medium,SIDBI,Packing Credit,1671039,5590093,27.4,USA,Low,No,Yes,25,Low,Yes
IES007480,2019-02-27,FY2018-19,Uttar Pradesh,2,Marine Products,03,Micro,Axis Bank,ECGC-backed Term Loan,549815,1086415,31.6,USA,Low,No,No,45,Medium,No
IES007481,2021-02-08,FY2020-21,West Bengal,2,Textiles & Apparel,50-63,Micro,Bank of Baroda,ECGC-backed Term Loan,556346,1613890,34.5,USA,Low,No,No,38,Medium,No
IES007482,2015-04-16,FY2015-16,Punjab,2,Electronic Components,85-90,Small,Axis Bank,Export Factoring,4717653,7740344,25.1,USA,Low,No,Yes,15,Low,Yes
IES007483,2023-11-08,FY2023-24,Maharashtra,1,Textiles & Apparel,50-63,Medium,Union Bank of India,Export Bill Discounting,5565010,15684844,12.4,USA,Low,Yes,Yes,53,Medium,No
IES007484,2023-03-19,FY2022-23,Maharashtra,1,Electronic Components,85-90,Micro,State Bank of India,ECGC-backed Term Loan,2339210,4212662,19.9,USA,Low,No,No,20,Low,No
IES007485,2018-12-18,FY2018-19,Uttar Pradesh,2,Agriculture & Food Products,01-24,Small,SIDBI,Post-Shipment Credit,857115,1696823,25.2,China,Medium,No,Yes,40,Medium,Yes
IES007486,2019-10-18,FY2019-20,Rajasthan,2,Textiles & Apparel,50-63,Medium,SIDBI,Post-Shipment Credit,6594247,20876955,6.5,China,Medium,No,Yes,28,Low,Yes
IES007487,2015-04-05,FY2015-16,Gujarat,1,Marine Products,03,Small,Union Bank of India,Packing Credit,469833,718458,38.7,UAE,Low,No,Yes,40,Medium,No
IES007488,2022-04-19,FY2022-23,Uttar Pradesh,2,Agriculture & Food Products,01-24,Micro,ICICI Bank,ECGC-backed Term Loan,858598,3122860,36.4,USA,Low,No,No,45,Medium,No
IES007489,2022-12-10,FY2022-23,Haryana,2,Handicrafts,97,Micro,SIDBI,Export Factoring,278747,741877,40.0,UAE,Low,Yes,Yes,80,High,No
IES007490,2019-10-21,FY2019-20,Tamil Nadu,1,Agriculture & Food Products,01-24,Medium,HDFC Bank,Export Bill Discounting,1046669,3402449,9.1,Others,Medium,Yes,Yes,60,High,No
IES007491,2015-06-09,FY2015-16,Uttarakhand,3,Plastics & Rubber,39-40,Micro,Axis Bank,ECGC-backed Term Loan,1214944,3173563,48.8,Others,Medium,No,No,48,Medium,No
